Date,Campaign_ID,Campaign_Name,Campaign_Type,Channel,Age_Group,Gender,Device,Country,Customer_Segment,Impressions,Clicks,CTR,Spend_USD,CPC_USD,Conversions,Conversion_Rate,CPA_USD,Revenue_USD,ROAS
2024-07-03,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,45-54,Female,Desktop,United States,Returning Customer,18572,217,0.0117,138.72,0.64,2,0.0092,69.36,91.39,0.66
2024-07-03,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Male,Mobile,United States,New Customer,25484,870,0.0341,75.32,0.09,54,0.0621,1.39,5773.45,76.65
2024-07-03,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,65+,Female,Desktop,United States,Returning Customer,29431,1005,0.0341,86.99,0.09,62,0.0617,1.4,7249.81,83.34
2024-07-03,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Male,Tablet,United States,Returning Customer,5632,76,0.0135,123.19,1.62,1,0.0132,123.19,164.16,1.33
2024-07-03,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Male,Desktop,Australia,Returning Customer,915,12,0.0131,20.02,1.67,0,0.0,0.0,15.93,0.8
2024-07-03,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,45-54,Male,Mobile,United States,Returning Customer,10384,68,0.0065,48.52,0.71,1,0.0147,48.52,53.65,1.11
2024-07-03,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,25-34,Female,Desktop,Canada,Returning Customer,46660,305,0.0065,218.0,0.71,3,0.0098,72.67,287.17,1.32
2024-07-03,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,25-34,Male,Mobile,United States,Returning Customer,43008,281,0.0065,200.94,0.72,2,0.0071,100.47,207.75,1.03
2024-07-04,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,45-54,Male,Mobile,United Kingdom,Returning Customer,3230,102,0.0316,23.1,0.23,3,0.0294,7.7,295.23,12.78
2024-07-04,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,25-34,Female,Desktop,United States,Returning Customer,4787,151,0.0315,34.24,0.23,5,0.0331,6.85,634.04,18.52
2024-07-04,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,55-64,Male,Mobile,United States,Returning Customer,4723,149,0.0315,33.77,0.23,5,0.0336,6.75,480.49,14.23
2024-07-04,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,35-44,Male,Mobile,United States,Returning Customer,9436,132,0.014,208.56,1.58,1,0.0076,208.56,106.61,0.51
2024-07-04,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,55-64,Male,Desktop,United States,Returning Customer,3633,51,0.014,80.31,1.57,0,0.0,0.0,36.41,0.45
2024-07-04,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,18-24,Male,Tablet,Germany,Returning Customer,181239,615,0.0034,438.15,0.71,2,0.0033,219.08,201.33,0.46
2024-07-04,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,35-44,Female,Mobile,United States,Returning Customer,95016,323,0.0034,229.7,0.71,1,0.0031,229.7,150.14,0.65
2024-07-04,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Male,Desktop,Canada,Returning Customer,107895,3237,0.03,161.87,0.05,17,0.0053,9.52,1258.51,7.77
2024-07-04,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Male,Desktop,United States,Returning Customer,74850,2246,0.03,112.3,0.05,12,0.0053,9.36,927.63,8.26
2024-07-04,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Female,Tablet,United States,Returning Customer,24950,282,0.0113,253.8,0.9,7,0.0248,36.26,684.33,2.7
2024-07-04,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Male,Desktop,United Kingdom,Returning Customer,17937,202,0.0113,182.46,0.9,5,0.0248,36.49,413.3,2.27
2024-07-04,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Female,Mobile,United States,Returning Customer,14920,168,0.0113,151.77,0.9,4,0.0238,37.94,282.27,1.86
2024-07-04,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Female,Mobile,United States,Returning Customer,26734,195,0.0073,110.33,0.57,3,0.0154,36.78,219.93,1.99
2024-07-04,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,55-64,Male,Desktop,United States,Returning Customer,18574,135,0.0073,76.65,0.57,2,0.0148,38.33,177.45,2.32
2024-07-05,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,35-44,Female,Mobile,United States,Returning Customer,23431,510,0.0218,49.46,0.1,33,0.0647,1.5,3761.79,76.06
2024-07-05,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,45-54,Male,Desktop,United States,Returning Customer,131752,2867,0.0218,278.12,0.1,186,0.0649,1.5,11898.68,42.78
2024-07-05,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,45-54,Unknown/Other,Desktop,United States,New Customer,4976,96,0.0193,100.9,1.05,3,0.0312,33.63,299.24,2.97
2024-07-05,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,65+,Male,Mobile,United States,Returning Customer,5030,97,0.0193,102.0,1.05,3,0.0309,34.0,294.26,2.88
2024-07-05,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,45-54,Female,Mobile,United States,Returning Customer,4793,93,0.0194,97.2,1.05,3,0.0323,32.4,328.51,3.38
2024-07-05,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,25-34,Male,Mobile,United Kingdom,Returning Customer,33631,336,0.01,121.37,0.36,3,0.0089,40.46,345.61,2.85
2024-07-05,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,45-54,Female,Tablet,United States,Returning Customer,33626,336,0.01,121.35,0.36,3,0.0089,40.45,358.51,2.95
2024-07-05,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,35-44,Unknown/Other,Desktop,United States,Returning Customer,51995,519,0.01,187.65,0.36,5,0.0096,37.53,526.09,2.8
2024-07-05,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,18-24,Female,Tablet,Canada,Returning Customer,8140,220,0.027,49.27,0.22,12,0.0545,4.11,932.29,18.92
2024-07-05,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,18-24,Unknown/Other,Mobile,United States,Returning Customer,12715,344,0.0271,76.95,0.22,19,0.0552,4.05,2057.46,26.74
2024-07-05,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Male,Mobile,Australia,Returning Customer,5991,162,0.027,36.26,0.22,9,0.0556,4.03,577.46,15.93
2024-07-05,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Male,Mobile,Germany,Returning Customer,6809,119,0.0175,97.44,0.82,2,0.0168,48.72,267.62,2.75
2024-07-05,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Unknown/Other,Desktop,United Kingdom,Returning Customer,5240,92,0.0176,74.99,0.82,1,0.0109,74.99,84.41,1.13
2024-07-05,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,45-54,Male,Mobile,Germany,Returning Customer,7271,127,0.0175,104.06,0.82,2,0.0157,52.03,185.47,1.78
2024-07-05,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,25-34,Female,Desktop,Canada,New Customer,21207,168,0.0079,145.8,0.87,2,0.0119,72.9,161.14,1.11
2024-07-05,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Male,Mobile,Australia,Returning Customer,17381,138,0.0079,119.5,0.87,1,0.0072,119.5,183.22,1.53
2024-07-05,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Male,Desktop,United States,Returning Customer,23116,183,0.0079,158.93,0.87,2,0.0109,79.46,202.55,1.27
2024-07-06,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,55-64,Male,Mobile,United States,Returning Customer,23957,515,0.0215,61.41,0.12,23,0.0447,2.67,2531.66,41.23
2024-07-06,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,35-44,Male,Desktop,United States,Returning Customer,39721,854,0.0215,101.81,0.12,39,0.0457,2.61,2879.92,28.29
2024-07-06,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,35-44,Female,Mobile,Australia,Returning Customer,14198,202,0.0142,193.25,0.96,4,0.0198,48.31,359.65,1.86
2024-07-06,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,18-24,Male,Desktop,United States,Returning Customer,15101,215,0.0142,205.54,0.96,4,0.0186,51.38,411.4,2.0
2024-07-06,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,25-34,Male,Desktop,United States,Returning Customer,94502,420,0.0044,184.22,0.44,2,0.0048,92.11,350.29,1.9
2024-07-06,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,25-34,Female,Mobile,United States,Returning Customer,56216,250,0.0044,109.59,0.44,1,0.004,109.59,139.22,1.27
2024-07-06,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Male,Tablet,United Kingdom,Returning Customer,17339,269,0.0155,27.26,0.1,14,0.052,1.95,1185.68,43.5
2024-07-06,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Male,Mobile,France,New Customer,44913,698,0.0155,70.61,0.1,35,0.0501,2.02,2644.29,37.45
2024-07-06,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,55-64,Female,Mobile,United States,Returning Customer,18547,288,0.0155,29.16,0.1,14,0.0486,2.08,1322.8,45.36
2024-07-06,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,45-54,Female,Desktop,United Kingdom,Returning Customer,16006,124,0.0077,181.11,1.46,3,0.0242,60.37,396.69,2.19
2024-07-06,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,65+,Female,Desktop,United Kingdom,Returning Customer,7718,60,0.0078,87.32,1.46,2,0.0333,43.66,196.79,2.25
2024-07-06,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,18-24,Female,Desktop,United States,Returning Customer,6667,52,0.0078,75.44,1.45,1,0.0192,75.44,148.93,1.97
2024-07-06,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,25-34,Female,Tablet,United States,New Customer,73477,139,0.0019,115.35,0.83,1,0.0072,115.35,161.34,1.4
2024-07-06,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Female,Tablet,United States,New Customer,105222,199,0.0019,165.18,0.83,2,0.0101,82.59,147.24,0.89
2024-07-07,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,35-44,Female,Tablet,United States,Returning Customer,16223,391,0.0241,84.4,0.22,16,0.0409,5.28,1574.72,18.66
2024-07-07,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,25-34,Male,Mobile,United Kingdom,Returning Customer,51085,1232,0.0241,265.77,0.22,51,0.0414,5.21,6562.99,24.69
2024-07-07,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,55-64,Female,Desktop,United States,Returning Customer,988,16,0.0162,16.59,1.04,1,0.0625,16.59,51.58,3.11
2024-07-07,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,35-44,Unknown/Other,Mobile,United Kingdom,Returning Customer,792,13,0.0164,13.3,1.02,0,0.0,0.0,46.27,3.48
2024-07-07,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,45-54,Male,Mobile,United States,New Customer,31974,308,0.0096,175.06,0.57,3,0.0097,58.35,284.89,1.63
2024-07-07,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,25-34,Male,Desktop,United Kingdom,Returning Customer,27064,260,0.0096,148.17,0.57,2,0.0077,74.08,147.78,1.0
2024-07-07,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,25-34,Male,Mobile,United States,Returning Customer,15345,148,0.0096,84.01,0.57,1,0.0068,84.01,68.51,0.82
2024-07-07,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Female,Tablet,United Kingdom,Returning Customer,69320,2042,0.0295,279.45,0.14,113,0.0553,2.47,9475.41,33.91
2024-07-07,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Male,Desktop,Canada,Returning Customer,19224,566,0.0294,77.5,0.14,31,0.0548,2.5,3325.66,42.91
2024-07-07,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Female,Desktop,United States,Returning Customer,3264,73,0.0224,69.1,0.95,2,0.0274,34.55,209.39,3.03
2024-07-07,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Unknown/Other,Mobile,United Kingdom,Returning Customer,5773,129,0.0223,122.21,0.95,4,0.031,30.55,265.57,2.17
2024-07-07,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Female,Desktop,United Kingdom,Returning Customer,23690,140,0.0059,109.56,0.78,2,0.0143,54.78,101.1,0.92
2024-07-07,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,65+,Female,Desktop,United States,Returning Customer,26262,156,0.0059,121.45,0.78,2,0.0128,60.72,190.73,1.57
2024-07-08,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,55-64,Male,Mobile,United Kingdom,Returning Customer,56401,1941,0.0344,239.1,0.12,80,0.0412,2.99,7784.24,32.56
2024-07-08,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,35-44,Female,Desktop,United States,Returning Customer,36865,1269,0.0344,156.28,0.12,52,0.041,3.01,4920.14,31.48
2024-07-08,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,45-54,Female,Mobile,United States,Returning Customer,26695,919,0.0344,113.17,0.12,38,0.0413,2.98,2441.71,21.58
2024-07-08,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,35-44,Female,Desktop,Australia,Returning Customer,2179,29,0.0133,41.87,1.44,0,0.0,0.0,21.91,0.52
2024-07-08,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,45-54,Female,Mobile,United States,New Customer,1369,18,0.0131,26.29,1.46,0,0.0,0.0,17.22,0.66
2024-07-08,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,35-44,Unknown/Other,Mobile,United Kingdom,Returning Customer,44396,240,0.0054,253.12,1.05,3,0.0125,84.37,205.53,0.81
2024-07-08,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,25-34,Male,Mobile,United Kingdom,Returning Customer,21344,115,0.0054,121.69,1.06,1,0.0087,121.69,126.12,1.04
2024-07-08,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,25-34,Female,Desktop,United States,Returning Customer,30663,165,0.0054,174.82,1.06,2,0.0121,87.41,161.47,0.92
2024-07-08,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,18-24,Male,Mobile,Australia,New Customer,44798,806,0.018,78.71,0.1,40,0.0496,1.97,4355.73,55.34
2024-07-08,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Male,Desktop,United States,Returning Customer,35321,636,0.018,62.06,0.1,31,0.0487,2.0,2319.1,37.37
2024-07-08,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Male,Mobile,United Kingdom,Returning Customer,32863,591,0.018,57.74,0.1,29,0.0491,1.99,3456.7,59.87
2024-07-08,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,18-24,Female,Mobile,United States,Returning Customer,13659,283,0.0207,321.3,1.14,6,0.0212,53.55,433.66,1.35
2024-07-08,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Male,Mobile,United States,Returning Customer,6473,134,0.0207,152.26,1.14,3,0.0224,50.75,283.85,1.86
2024-07-08,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Female,Desktop,France,Returning Customer,103632,121,0.0012,96.58,0.8,0,0.0,0.0,36.77,0.38
2024-07-08,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,18-24,Male,Mobile,United Kingdom,Returning Customer,53890,63,0.0012,50.22,0.8,0,0.0,0.0,10.23,0.2
2024-07-09,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,35-44,Female,Desktop,United Kingdom,Returning Customer,23262,669,0.0288,48.93,0.07,27,0.0404,1.81,2638.08,53.92
2024-07-09,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,18-24,Female,Desktop,Canada,New Customer,31521,906,0.0287,66.31,0.07,37,0.0408,1.79,5097.55,76.87
2024-07-09,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,35-44,Female,Desktop,United States,Returning Customer,45786,1317,0.0288,96.31,0.07,54,0.041,1.78,6692.5,69.49
2024-07-09,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,65+,Male,Mobile,United Kingdom,Returning Customer,4463,73,0.0164,101.9,1.4,2,0.0274,50.95,80.85,0.79
2024-07-09,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,35-44,Male,Tablet,Germany,Returning Customer,9869,162,0.0164,225.34,1.39,4,0.0247,56.34,299.22,1.33
2024-07-09,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,35-44,Unknown/Other,Desktop,France,Returning Customer,11840,195,0.0165,270.36,1.39,4,0.0205,67.59,266.88,0.99
2024-07-09,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,25-34,Male,Desktop,United States,Returning Customer,27606,129,0.0047,104.67,0.81,1,0.0078,104.67,136.74,1.31
2024-07-09,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,55-64,Male,Tablet,United States,Returning Customer,22931,107,0.0047,86.94,0.81,1,0.0093,86.94,80.95,0.93
2024-07-09,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Female,Mobile,Germany,Returning Customer,50456,1992,0.0395,252.11,0.13,89,0.0447,2.83,8851.38,35.11
2024-07-09,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,18-24,Female,Tablet,United States,Returning Customer,14916,589,0.0395,74.53,0.13,26,0.0441,2.87,3508.98,47.08
2024-07-09,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,55-64,Female,Desktop,Australia,Returning Customer,39438,1557,0.0395,197.06,0.13,69,0.0443,2.86,5038.97,25.57
2024-07-09,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,45-54,Female,Mobile,United States,New Customer,18064,210,0.0116,179.74,0.86,5,0.0238,35.95,503.26,2.8
2024-07-09,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,65+,Female,Desktop,United States,Returning Customer,3111,36,0.0116,30.96,0.86,1,0.0278,30.96,92.6,2.99
2024-07-09,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,55-64,Male,Mobile,Canada,Returning Customer,2681,31,0.0116,26.67,0.86,1,0.0323,26.67,59.13,2.22
2024-07-09,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,65+,Female,Desktop,United States,New Customer,3877,31,0.008,16.71,0.54,0,0.0,0.0,20.5,1.23
2024-07-09,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,25-34,Female,Mobile,United States,New Customer,2598,21,0.0081,11.19,0.53,0,0.0,0.0,24.21,2.16
2024-07-09,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,18-24,Female,Desktop,France,Returning Customer,4768,38,0.008,20.55,0.54,0,0.0,0.0,27.21,1.32
2024-07-10,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,35-44,Female,Mobile,Germany,Returning Customer,203797,6110,0.03,350.65,0.06,333,0.0545,1.05,41349.13,117.92
2024-07-10,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,65+,Male,Desktop,United States,Returning Customer,81048,2430,0.03,139.45,0.06,132,0.0543,1.06,9616.51,68.96
2024-07-10,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,35-44,Female,Desktop,France,Returning Customer,7432,151,0.0203,161.27,1.07,3,0.0199,53.76,520.37,3.23
2024-07-10,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,35-44,Female,Mobile,Australia,Returning Customer,8109,165,0.0203,175.96,1.07,4,0.0242,43.99,233.36,1.33
2024-07-10,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,45-54,Male,Mobile,United Kingdom,Returning Customer,10537,70,0.0066,49.48,0.71,1,0.0143,49.48,131.24,2.65
2024-07-10,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,25-34,Female,Mobile,United States,New Customer,12033,80,0.0066,56.51,0.71,1,0.0125,56.51,110.75,1.96
2024-07-10,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,35-44,Female,Desktop,United States,New Customer,4952,33,0.0067,23.26,0.7,1,0.0303,23.26,32.25,1.39
2024-07-10,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,18-24,Female,Mobile,United States,Returning Customer,28798,726,0.0252,73.79,0.1,36,0.0496,2.05,2403.33,32.57
2024-07-10,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Female,Mobile,United States,Returning Customer,51804,1306,0.0252,132.73,0.1,65,0.0498,2.04,5726.78,43.15
2024-07-10,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Female,Mobile,United States,Returning Customer,47975,1209,0.0252,122.92,0.1,60,0.0496,2.05,6604.17,53.73
2024-07-10,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Female,Desktop,United States,New Customer,4820,97,0.0201,101.24,1.04,3,0.0309,33.75,462.98,4.57
2024-07-10,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Male,Mobile,United Kingdom,Returning Customer,11749,237,0.0202,246.77,1.04,6,0.0253,41.13,720.27,2.92
2024-07-10,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,45-54,Male,Mobile,France,Returning Customer,60261,229,0.0038,166.51,0.73,2,0.0087,83.26,267.89,1.61
2024-07-10,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,45-54,Female,Desktop,United States,New Customer,12532,48,0.0038,34.63,0.72,0,0.0,0.0,28.79,0.83
2024-07-11,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,25-34,Female,Mobile,United States,Returning Customer,65922,1130,0.0171,162.12,0.14,41,0.0363,3.95,5192.88,32.03
2024-07-11,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,65+,Female,Desktop,United States,Returning Customer,69758,1196,0.0171,171.55,0.14,44,0.0368,3.9,3069.41,17.89
2024-07-11,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,35-44,Female,Desktop,United States,Returning Customer,91315,1566,0.0171,224.56,0.14,57,0.0364,3.94,5978.14,26.62
2024-07-11,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,25-34,Female,Desktop,United States,Returning Customer,8369,161,0.0192,161.6,1.0,1,0.0062,161.6,93.79,0.58
2024-07-11,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,35-44,Male,Desktop,United Kingdom,Returning Customer,8739,168,0.0192,168.74,1.0,1,0.006,168.74,107.66,0.64
2024-07-11,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,18-24,Female,Desktop,France,New Customer,9676,43,0.0044,29.6,0.69,1,0.0233,29.6,56.33,1.9
2024-07-11,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,35-44,Male,Desktop,United States,New Customer,24941,110,0.0044,76.31,0.69,2,0.0182,38.16,156.13,2.05
2024-07-11,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,18-24,Female,Mobile,United Kingdom,Returning Customer,23593,104,0.0044,72.19,0.69,2,0.0192,36.1,203.45,2.82
2024-07-11,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Female,Desktop,United States,Returning Customer,18034,544,0.0302,90.33,0.17,31,0.057,2.91,2141.77,23.71
2024-07-11,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,65+,Female,Mobile,Germany,Returning Customer,16565,500,0.0302,82.98,0.17,28,0.056,2.96,2798.1,33.72
2024-07-11,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,18-24,Male,Mobile,Canada,Returning Customer,33552,1013,0.0302,168.07,0.17,57,0.0563,2.95,4056.52,24.14
2024-07-11,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Female,Desktop,United States,New Customer,15315,146,0.0095,147.79,1.01,4,0.0274,36.95,359.54,2.43
2024-07-11,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,55-64,Male,Mobile,United States,Returning Customer,12836,122,0.0095,123.87,1.02,4,0.0328,30.97,309.0,2.49
2024-07-11,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Male,Mobile,France,Returning Customer,7758,74,0.0095,74.87,1.01,2,0.027,37.44,294.53,3.93
2024-07-11,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,25-34,Female,Mobile,United States,Returning Customer,53322,460,0.0086,92.48,0.2,4,0.0087,23.12,787.17,8.51
2024-07-11,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,55-64,Male,Mobile,United States,Returning Customer,70477,608,0.0086,122.23,0.2,6,0.0099,20.37,336.46,2.75
2024-07-12,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,18-24,Female,Desktop,United States,Returning Customer,41588,1017,0.0245,146.6,0.14,61,0.06,2.4,5484.38,37.41
2024-07-12,CMP-010,Mid-Year Retargeting Push,Retention,Email Marketing,18-24,Male,Mobile,Canada,Returning Customer,51078,1248,0.0244,180.06,0.14,75,0.0601,2.4,7539.9,41.87
2024-07-12,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,18-24,Male,Mobile,Australia,Returning Customer,10699,160,0.015,167.99,1.05,2,0.0125,84.0,94.79,0.56
2024-07-12,CMP-010,Mid-Year Retargeting Push,Retention,Facebook Ads,25-34,Female,Mobile,Australia,Returning Customer,9708,146,0.015,152.43,1.04,1,0.0068,152.43,111.2,0.73
2024-07-12,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,25-34,Female,Mobile,United States,Returning Customer,13625,83,0.0061,53.27,0.64,0,0.0,0.0,29.09,0.55
2024-07-12,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,55-64,Female,Mobile,Canada,New Customer,38383,234,0.0061,150.08,0.64,1,0.0043,150.08,66.97,0.45
2024-07-12,CMP-010,Mid-Year Retargeting Push,Retention,Google Display,35-44,Female,Desktop,Canada,New Customer,37765,230,0.0061,147.66,0.64,1,0.0043,147.66,165.95,1.12
2024-07-12,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Male,Desktop,Australia,Returning Customer,15791,447,0.0283,67.33,0.15,23,0.0515,2.93,2514.25,37.34
2024-07-12,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,65+,Male,Mobile,United Kingdom,New Customer,26889,762,0.0283,114.65,0.15,38,0.0499,3.02,3663.21,31.95
2024-07-12,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Male,Mobile,United States,Returning Customer,16747,474,0.0283,71.41,0.15,24,0.0506,2.98,3338.93,46.76
2024-07-12,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,18-24,Male,Mobile,United States,Returning Customer,3245,49,0.0151,36.45,0.74,0,0.0,0.0,63.14,1.73
2024-07-12,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Unknown/Other,Mobile,United States,Returning Customer,4583,69,0.0151,51.49,0.75,1,0.0145,51.49,66.98,1.3
2024-07-12,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Male,Mobile,United Kingdom,Returning Customer,3719,56,0.0151,41.77,0.75,1,0.0179,41.77,32.1,0.77
